t,estado,razon,velocidad,angulo,heading,color_piso,watchdog_pico,esquinas,frontal,frontal_muro,izquierda,derecha,trasera,trasera_valida,cobertura_trasera,trasera_izquierda,trasera_izquierda_valida,cobertura_trasera_izquierda,trasera_derecha,trasera_derecha_valida,cobertura_trasera_derecha,calidad_pared,tracks,tracks_confirmados,track_activo_id,track_activo_color,track_activo_x,track_activo_y,track_activo_edad,track_activo_observado,distancia_sobrepaso,hueco_confianza,vision_edad_ms
2470.245415,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,17.86,2.62,PISTA,OK,0,656.5,1704.0,414.5,550.4,208.3,1,0.944,410.5,1,0.904,219.0,1,0.959,0.926,2,1,1,VERDE,-32.6,656.7,0.000,1,0.0,,67.2
2470.345305,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,16.90,4.14,PISTA,OK,0,651.5,1692.0,411.0,555.0,216.6,1,0.972,407.5,1,0.986,229.5,1,0.986,0.927,2,1,1,VERDE,-19.1,651.9,0.000,1,0.0,,33.9
2470.448481,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,15.81,5.55,PISTA,OK,0,642.5,642.5,407.5,560.5,225.9,1,0.972,403.0,1,0.945,237.5,1,0.986,0.927,2,1,1,VERDE,-3.0,642.7,0.103,1,0.0,,70.9
2470.552933,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,14.58,7.02,PISTA,OK,0,643.5,1680.5,399.9,566.9,235.9,1,1.000,399.5,1,0.973,248.0,1,1.000,0.793,2,1,1,VERDE,11.5,643.8,0.000,1,0.0,,39.0
2470.660986,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,13.53,7.69,PISTA,OK,0,633.0,1262.0,396.0,573.9,247.7,1,1.000,394.0,1,0.973,261.0,1,1.000,0.825,2,1,1,VERDE,26.3,634.4,0.000,1,0.0,,83.5
2470.766639,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,11.97,9.20,PISTA,OK,0,626.5,1250.5,430.1,581.1,259.6,1,0.972,389.5,1,0.973,273.0,1,0.986,0.215,2,1,1,VERDE,46.3,625.8,0.000,1,0.0,,54.5
2470.872932,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,10.29,10.68,PISTA,OK,0,618.0,1247.0,429.2,589.9,269.1,1,0.972,386.5,1,0.973,283.0,1,0.986,0.215,2,1,1,VERDE,67.0,617.1,0.000,1,0.0,,83.5
2470.978280,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,8.47,12.17,PISTA,OK,0,612.0,1242.0,423.0,599.5,282.5,1,1.000,383.5,1,0.973,297.0,1,1.000,0.216,2,1,1,VERDE,88.6,607.1,0.000,1,0.0,,66.9
2471.082469,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,6.94,13.59,PISTA,OK,0,604.0,1230.0,412.2,608.4,651.6,1,0.972,380.0,1,0.959,576.5,1,0.986,0.218,2,1,1,VERDE,106.4,596.4,0.000,1,0.0,,37.9
2471.183882,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,5.17,15.01,PISTA,OK,0,597.0,1224.5,412.2,618.9,638.9,1,0.972,378.5,1,0.973,582.0,1,0.986,0.219,2,1,1,VERDE,126.0,585.4,0.000,1,0.0,,73.4
2471.285528,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,25,3.21,16.29,PISTA,OK,0,1215.5,1215.5,410.8,629.5,629.9,1,1.000,373.5,1,1.000,587.5,1,1.000,0.217,2,1,1,VERDE,146.7,574.6,0.000,1,0.0,,40.2
2471.387268,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,25,1.99,16.83,PISTA,OK,0,1212.0,1212.0,406.5,639.6,634.8,1,1.000,369.5,1,0.973,591.5,1,1.000,0.218,2,1,1,VERDE,159.4,562.4,0.000,1,0.0,,76.7
2471.485514,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,24,0.86,17.98,PISTA,OK,0,743.5,743.5,404.7,649.7,629.7,1,1.000,368.0,1,0.986,596.5,1,1.000,0.219,2,1,1,VERDE,170.7,551.5,0.000,1,0.0,,40.2
2471.586709,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-0.29,18.83,PISTA,OK,0,722.0,722.0,401.9,658.8,629.9,1,1.000,365.5,1,0.973,603.0,1,1.000,0.219,3,1,1,VERDE,181.7,539.2,0.000,1,0.0,,72.9
2471.684338,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-1.10,19.48,PISTA,OK,0,696.0,696.0,392.4,667.3,622.6,1,1.000,362.0,1,1.000,608.0,1,1.000,0.219,3,2,1,VERDE,189.2,527.7,0.000,1,0.0,,38.6
2471.785707,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-1.93,19.91,PISTA,OK,0,679.5,679.5,391.1,675.3,629.1,1,1.000,358.0,1,0.973,612.0,1,1.000,0.221,3,2,1,VERDE,196.4,515.7,0.000,1,0.0,,75.0
2471.884717,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-2.72,20.30,PISTA,OK,0,652.5,652.5,386.4,680.8,627.5,1,1.000,353.0,1,0.986,616.0,1,1.000,0.221,3,2,1,VERDE,203.1,506.6,0.000,1,0.0,,40.6
2471.983886,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-2.81,20.42,PISTA,OK,0,658.5,658.5,378.5,686.9,628.3,1,1.000,350.0,1,0.959,619.5,1,1.000,0.221,3,2,1,VERDE,203.5,498.2,0.000,1,0.0,,72.7
2472.082061,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-3.63,20.67,PISTA,OK,0,661.0,661.0,378.8,692.6,632.8,1,1.000,351.5,1,0.973,623.5,1,1.000,0.221,3,2,1,VERDE,210.1,489.3,0.000,1,0.0,,36.9
2472.183693,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-4.00,20.82,PISTA,OK,0,635.5,635.5,373.0,698.5,637.3,1,1.000,344.5,1,0.945,628.0,1,1.000,0.222,3,2,1,VERDE,212.5,479.4,0.000,1,0.0,,73.5
2472.279903,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-3.96,20.87,PISTA,OK,0,621.5,621.5,344.2,702.6,640.6,1,1.000,338.5,1,0.959,631.0,1,1.000,0.865,3,2,1,VERDE,211.6,470.5,0.000,1,0.0,,32.3
2472.379344,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-4.26,20.85,PISTA,OK,0,616.0,616.0,362.9,706.6,643.9,1,1.000,336.5,1,0.973,635.5,1,1.000,0.225,3,2,1,VERDE,213.3,461.3,0.000,1,0.0,,68.0
2472.477525,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.27,20.84,PISTA,OK,0,602.0,602.0,346.3,710.2,645.9,1,1.000,332.0,1,0.945,638.0,1,1.000,0.419,2,2,1,VERDE,212.8,452.8,0.000,1,0.0,,34.4
2472.578218,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,23,-4.13,20.83,PISTA,OK,0,631.0,631.0,342.3,714.7,650.0,1,1.000,328.0,1,0.959,642.5,1,1.000,0.430,2,2,1,VERDE,211.1,445.1,0.000,1,0.0,,68.6
2472.677563,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.16,20.78,PISTA,OK,0,594.0,594.0,339.6,718.3,655.7,1,0.972,327.5,1,0.973,646.0,1,0.986,0.451,2,2,1,VERDE,210.8,436.3,0.000,1,0.0,,32.3
2472.778102,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.92,20.75,PISTA,OK,0,600.5,600.5,337.2,721.3,663.5,1,1.000,318.5,1,0.945,649.5,1,1.000,0.312,2,2,1,VERDE,216.1,431.0,0.000,1,0.0,,67.9
2472.877125,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.57,20.75,PISTA,OK,0,590.0,590.0,332.6,724.4,663.1,1,1.000,320.0,1,0.945,652.5,1,1.000,0.326,2,2,1,VERDE,212.6,421.2,0.000,1,0.0,,101.2
2472.977211,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.70,20.71,PISTA,OK,0,574.8,574.8,324.4,728.8,667.6,1,1.000,315.5,1,1.000,656.5,1,1.000,0.488,2,2,1,VERDE,213.0,413.4,0.000,1,0.0,,65.9
2473.077696,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.73,20.65,PISTA,OK,0,573.0,573.0,319.5,731.6,674.6,1,0.972,310.8,1,0.986,658.5,1,0.986,0.510,2,2,1,VERDE,212.7,407.1,0.000,1,0.0,,31.1
2473.176140,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.82,20.60,PISTA,OK,0,572.0,572.0,316.2,735.0,672.3,1,1.000,306.0,1,0.918,661.5,1,1.000,0.514,2,2,1,VERDE,212.6,398.3,0.000,1,0.0,,66.9
2473.275694,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.96,20.53,PISTA,OK,0,573.2,573.2,311.1,738.5,676.6,1,1.000,301.5,1,0.945,665.0,1,1.000,0.530,2,2,1,VERDE,213.0,391.6,0.000,1,0.0,,84.7
2473.376427,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-5.08,20.46,PISTA,OK,0,580.2,580.2,308.3,740.2,672.9,1,1.000,298.5,1,0.945,668.5,1,1.000,0.493,2,2,1,VERDE,213.1,383.5,0.000,1,0.0,,66.6
2473.475010,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.87,20.37,PISTA,OK,0,549.5,549.5,299.4,743.3,686.4,1,1.000,295.8,1,0.973,670.5,1,1.000,0.837,2,2,1,VERDE,211.1,376.6,0.000,1,0.0,,99.1
2473.574641,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.78,20.29,PISTA,OK,0,547.0,547.0,295.1,746.3,686.9,1,1.000,292.5,1,0.932,674.8,1,1.000,0.820,2,2,1,VERDE,209.7,367.9,0.000,1,0.0,,64.7
2473.674903,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.80,20.17,PISTA,OK,0,548.5,548.5,292.7,748.9,690.1,1,1.000,287.5,1,0.945,678.0,1,1.000,0.845,2,2,1,VERDE,209.3,361.1,0.000,1,0.0,,85.4
2473.774847,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.87,19.99,PISTA,OK,0,561.0,561.0,288.6,752.5,692.2,1,1.000,287.0,1,0.918,682.0,1,1.000,0.852,2,2,1,VERDE,209.1,352.9,0.000,1,0.0,,63.4
2473.874655,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.86,19.93,PISTA,OK,0,540.0,540.0,284.9,755.5,700.0,1,1.000,279.0,1,0.918,684.5,1,1.000,0.850,2,2,1,VERDE,208.3,345.0,0.000,1,0.0,,84.9
2473.974549,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.51,19.80,PISTA,OK,0,525.5,525.5,280.8,757.7,708.6,1,1.000,275.5,1,0.932,688.5,1,1.000,0.849,2,2,1,VERDE,205.7,338.7,0.000,1,0.0,,61.0
2474.073630,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,25,-5.03,19.66,PISTA,OK,0,989.0,1453.5,278.2,760.0,703.2,1,1.000,277.2,1,0.877,691.0,1,1.000,0.863,2,2,1,VERDE,208.1,330.7,0.000,1,0.0,,83.8
2474.173741,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,22,-4.19,19.50,PISTA,OK,0,515.0,515.0,274.8,762.6,712.3,1,1.000,276.5,1,0.904,694.5,1,1.000,0.863,2,2,1,VERDE,202.8,324.7,0.000,1,0.0,,63.6
2474.273256,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,25,-4.38,19.45,PISTA,OK,0,975.0,1436.0,271.1,764.8,713.9,1,1.000,268.5,1,0.918,697.0,1,1.000,0.855,2,2,1,VERDE,203.2,316.1,0.000,1,0.0,,83.2
2474.372708,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,25,-4.51,19.31,PISTA,OK,0,965.5,1425.5,267.7,767.7,722.1,1,1.000,262.5,1,0.890,700.0,1,1.000,0.839,2,2,1,VERDE,203.3,307.7,0.000,1,0.0,,63.4
2474.472778,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,25,-4.30,19.12,PISTA,OK,0,956.0,1418.5,263.5,770.9,721.3,1,1.000,259.0,1,0.932,702.5,1,1.000,0.856,2,2,1,VERDE,201.5,299.6,0.000,1,0.0,,81.5
2474.574598,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,25,-4.22,19.00,PISTA,OK,0,946.5,1412.0,260.0,773.8,725.8,1,1.000,257.0,1,0.836,705.8,1,1.000,0.853,2,2,1,VERDE,200.6,293.2,0.000,1,0.0,,63.0
2474.674121,AVOID_APPROACH,pure-pursuit al punto de paso del pilar 1,25,-4.19,18.85,PISTA,OK,0,937.0,1401.0,256.5,777.0,737.2,1,1.000,254.5,1,0.836,711.0,1,1.000,0.846,2,2,1,VERDE,199.7,282.2,0.000,1,0.0,,84.6
2474.774992,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,-0.19,18.76,PISTA,OK,0,929.5,1391.0,252.3,779.8,736.8,1,1.000,251.0,1,0.849,714.2,1,1.000,0.851,2,2,1,VERDE,199.0,273.5,0.000,1,0.0,,63.4
2474.876866,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,0.13,18.63,PISTA,OK,0,918.5,1380.0,248.5,782.9,741.7,1,0.972,246.5,1,0.877,716.8,1,1.000,0.855,2,2,1,VERDE,199.1,264.2,0.000,1,10.2,,33.9
2474.975914,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,0.29,18.47,PISTA,OK,0,909.5,1368.5,244.4,784.3,744.2,1,0.972,244.5,1,0.877,720.5,1,1.000,0.836,2,2,1,VERDE,197.2,258.6,0.000,1,20.1,,66.4
2475.075191,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,0.47,18.29,PISTA,OK,0,901.0,1361.5,240.3,786.7,755.3,1,0.889,235.5,1,0.904,724.5,1,0.973,0.829,2,2,1,VERDE,197.6,251.8,0.000,1,30.0,,99.5
2475.177100,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,0.53,18.23,PISTA,OK,0,890.5,1353.0,236.8,790.2,756.5,1,0.972,232.0,1,0.877,728.0,1,1.000,0.831,2,2,1,VERDE,194.7,238.2,0.000,1,40.2,,67.9
2475.275731,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,0.62,18.14,PISTA,OK,0,882.0,1343.5,233.3,793.7,760.6,1,0.972,227.5,1,0.836,732.5,1,1.000,0.842,2,2,1,VERDE,197.9,231.0,0.000,1,50.1,,32.9
2475.374492,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,0.69,18.00,PISTA,OK,0,872.5,1334.0,229.6,796.5,763.9,1,1.000,227.0,1,0.904,734.0,1,1.000,0.836,2,2,1,VERDE,195.5,221.7,0.000,1,59.9,,65.4
2475.474746,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,0.15,17.90,PISTA,OK,0,863.5,1323.5,226.4,801.1,774.5,1,0.944,223.5,1,0.808,737.5,1,0.986,0.851,2,2,1,VERDE,197.2,212.5,0.000,1,70.0,,85.4
2475.575460,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,-0.70,17.80,PISTA,OK,0,854.5,1315.0,221.9,804.7,772.9,1,1.000,220.0,1,0.740,741.5,1,1.000,0.856,2,2,1,VERDE,192.2,204.9,0.000,1,80.0,,66.1
2475.672299,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,25,-1.28,17.73,PISTA,OK,0,846.5,1308.0,218.5,807.5,777.0,1,0.972,216.5,1,0.849,744.0,1,1.000,0.857,2,2,1,VERDE,195.0,195.7,0.000,1,89.7,,82.4
2475.773638,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-1.81,17.65,PISTA,OK,0,835.5,1295.5,215.5,811.0,777.0,1,0.944,214.0,1,0.849,747.2,1,1.000,0.865,2,2,1,VERDE,191.2,189.2,0.000,1,99.9,,64.4
2475.872784,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-2.41,17.55,PISTA,OK,0,825.5,1288.0,212.1,814.6,786.4,1,0.972,210.0,1,0.904,750.5,1,1.000,0.844,2,2,1,VERDE,191.1,178.7,0.000,1,109.4,,84.4
2475.971681,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-2.89,17.43,PISTA,OK,0,817.5,1277.0,209.2,817.3,795.4,1,0.972,210.0,1,0.808,753.0,1,1.000,0.847,2,2,1,VERDE,191.7,173.7,0.000,1,118.9,,60.8
2476.072087,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-3.61,17.40,PISTA,OK,0,807.5,1269.5,205.6,820.9,607.0,1,0.917,206.5,1,0.808,758.0,1,0.973,0.886,2,2,1,VERDE,190.3,164.6,0.000,1,128.5,,82.3
2476.169119,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-4.14,17.34,PISTA,OK,0,796.0,1261.5,202.7,824.1,797.0,1,0.944,199.0,1,0.685,761.0,1,1.000,0.835,2,2,1,VERDE,192.1,153.3,0.000,1,137.8,,59.7
2476.270881,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-4.66,17.15,PISTA,OK,0,790.0,1254.0,199.6,826.4,802.4,1,0.944,198.5,1,0.726,764.0,1,1.000,0.841,2,2,1,VERDE,191.6,144.2,0.102,1,147.6,,80.6
2476.370490,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-5.37,17.01,PISTA,OK,0,778.5,1243.0,195.6,827.5,801.7,1,0.944,192.0,1,0.767,766.0,1,1.000,0.830,2,2,1,VERDE,191.2,135.1,0.201,1,157.2,,60.5
2476.470415,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-5.79,16.89,PISTA,OK,0,770.0,1233.5,193.2,830.5,575.0,1,0.944,190.0,1,0.849,770.5,1,1.000,0.818,2,2,1,VERDE,190.9,125.9,0.301,1,166.8,,81.9
2476.571907,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-6.39,16.83,PISTA,OK,0,760.5,1227.0,190.2,820.8,556.6,1,0.944,185.5,1,0.753,774.0,1,1.000,0.705,2,2,1,VERDE,190.8,116.3,0.403,1,176.5,,62.4
2476.671396,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-7.09,16.67,PISTA,OK,0,750.5,1218.0,186.4,831.1,596.9,1,0.917,183.0,1,0.767,777.0,1,0.986,0.782,2,2,1,VERDE,184.1,117.3,0.000,1,186.0,,79.3
2476.771148,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-7.51,16.53,PISTA,OK,0,743.0,1208.0,184.0,814.7,521.4,1,0.944,184.5,1,0.644,778.8,1,1.000,0.672,2,2,1,VERDE,183.8,108.1,0.100,1,195.6,,61.4
2476.872501,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,24,-8.09,16.25,PISTA,OK,0,733.5,1195.5,180.6,814.2,516.9,1,0.889,178.0,1,0.767,782.0,1,0.986,0.643,2,2,1,VERDE,183.3,99.3,0.201,1,205.4,,83.4
2476.972400,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-8.40,15.92,PISTA,OK,0,724.0,1190.0,178.3,823.0,489.9,1,0.833,175.5,1,0.671,784.2,1,0.986,0.680,2,2,1,VERDE,182.7,90.8,0.301,1,214.9,,59.1
2477.072534,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-8.91,15.73,PISTA,OK,0,713.5,713.5,175.6,827.8,495.6,1,0.861,174.5,1,0.712,788.5,1,1.000,0.704,2,2,1,VERDE,182.4,82.2,0.401,1,224.2,,85.1
2477.173505,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-9.17,15.32,PISTA,OK,0,703.5,703.5,173.5,839.0,473.5,1,0.861,169.8,1,0.699,789.5,1,0.986,0.784,2,2,1,VERDE,182.4,82.2,0.401,0,233.4,,64.5
2477.274046,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-9.58,14.82,PISTA,OK,0,696.0,696.0,170.7,838.7,473.1,1,0.861,167.0,1,0.712,791.5,1,1.000,0.811,2,2,1,VERDE,182.4,82.2,0.401,0,242.7,,31.4
2477.373511,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-9.72,14.38,PISTA,OK,0,686.0,1151.5,169.3,837.3,494.0,1,0.806,168.5,1,0.575,793.5,1,1.000,0.803,3,2,1,VERDE,182.4,82.2,0.401,0,251.8,,65.5
2477.473876,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-10.14,13.81,PISTA,OK,0,675.0,1144.0,166.5,835.1,419.4,1,0.806,164.5,1,0.658,795.5,1,1.000,0.773,3,2,1,VERDE,182.4,82.2,0.401,0,261.1,,32.1
2477.573401,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-10.46,13.47,PISTA,OK,0,664.5,672.0,164.6,837.7,441.3,1,0.889,162.5,1,0.726,797.8,1,1.000,0.805,3,2,1,VERDE,182.4,82.2,0.401,0,270.2,,65.1
2477.672660,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-10.60,12.85,PISTA,OK,0,654.5,665.5,163.1,834.4,393.2,1,0.806,162.5,1,0.699,798.8,1,0.986,0.765,4,2,1,VERDE,182.4,82.2,0.401,0,279.4,,85.2
2477.773417,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-10.85,12.17,PISTA,OK,0,648.0,1113.0,161.1,819.8,378.0,1,0.778,159.0,1,0.630,800.0,1,0.973,0.699,4,2,1,VERDE,182.4,82.2,0.401,0,288.6,,65.7
2477.871520,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-10.92,11.48,PISTA,OK,0,641.0,1103.5,160.0,820.1,367.0,1,0.722,157.0,1,0.630,802.0,1,0.973,0.690,3,1,1,VERDE,182.4,82.2,0.401,0,297.7,,84.9
2477.970485,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-11.28,10.75,PISTA,OK,0,632.0,1096.0,157.7,818.4,355.1,1,0.722,152.5,1,0.575,801.5,1,0.986,0.740,3,1,1,VERDE,182.4,82.2,0.401,0,306.8,,60.2
2478.069883,AVOID_PASS,manteniendo rumbo mientras pasa el pilar 1,23,-11.13,10.41,PISTA,OK,0,624.0,1085.5,157.8,817.0,363.5,1,0.722,154.0,1,0.521,801.8,1,0.973,0.721,3,1,1,VERDE,182.4,82.2,0.401,0,315.9,,82.4
2478.169253,RECENTER,reincorporacion tras 325 mm de sobrepaso estimado,23,-15.13,9.62,PISTA,OK,0,616.5,1078.5,156.2,831.6,341.1,1,0.806,152.5,1,0.658,802.2,1,0.986,0.834,3,1,1,VERDE,182.4,82.2,0.401,0,325.1,,60.6
2478.268930,RECENTER,reincorporando por posicion lateral,22,-19.13,8.95,PISTA,OK,0,608.0,1068.5,155.5,828.6,339.5,1,0.667,148.0,1,0.534,169.0,1,0.959,0.790,4,1,1,VERDE,182.4,82.2,0.401,0,325.1,,81.3
2478.368042,RECENTER,reincorporando por posicion lateral,22,-20.00,8.39,PISTA,OK,0,600.0,1059.5,153.2,830.8,306.8,1,0.611,151.0,1,0.548,157.5,1,0.945,0.820,4,1,1,VERDE,182.4,82.2,0.401,0,325.1,,59.8
2478.468354,RECENTER,reincorporando por posicion lateral,22,-16.00,7.77,PISTA,OK,0,592.5,1052.0,129.7,836.2,315.9,1,0.722,150.5,1,0.534,152.0,1,0.959,0.219,4,1,1,VERDE,182.4,82.2,0.401,0,325.1,,81.9
2478.569023,RECENTER,reincorporando por posicion lateral,22,-12.00,6.30,PISTA,OK,0,587.5,1043.5,154.4,832.4,310.9,1,0.639,149.0,1,0.658,147.5,1,0.932,0.219,4,1,1,VERDE,182.4,82.2,0.401,0,325.1,,59.1
2478.667524,RECENTER,reincorporando por posicion lateral,25,-8.00,4.80,PISTA,OK,0,1033.5,1035.0,156.0,828.4,282.2,1,0.639,151.0,1,0.603,144.0,1,0.932,0.221,4,1,1,VERDE,182.4,82.2,0.401,0,325.1,,75.4
